Name,Mobile,Email,Source,Location,Interested Product,Lead Value,Created By,Assigned To,Status,Priority,Created At
Kartik Bawa,919376953419,fsaha@ratta.com,Naukri,Chennai,Digital Marketing,72182,Team Lead,Sales4,new,warm,2025-08-10
Madhup Raman,916950038526,chawlaneysa@walia-thaman.com,Instagram,Hyderabad,Mobile App,44393,Johnson Joseph,Sales3,contacted,cold,2025-09-20
Taran Mallick,918278475421,yashvi09@yahoo.com,Referral,Delhi,Web Design,16036,Johnson Joseph,Sales4,contacted,cold,2025-09-26
Sana Banik,918635826143,chokshiela@gmail.com,Naukri,Chennai,Web Design,90463,Johnson Joseph,Sales4,new,warm,2025-08-15
Hazel Hans,917102048042,eshanisaha@mane.com,Naukri,Hyderabad,Mobile App,4238,Team Lead,Sales3,unavailable,cold,2025-09-29
Siya Bera,917913652314,qsarna@yahoo.com,Referral,Kochi,Mobile App,86397,Nygil Binoy,Sales3,unavailable,hot,2025-10-30
Ivan Sule,916412129737,vkrishnan@brar.info,Instagram,Delhi,ERP System,1960,Admin,Sales2,contacted,cold,2025-09-09
Ira Gaba,917821965723,osinghal@yahoo.com,Facebook,Chennai,ERP System,93109,Appu Saviyo,Sales1,contacted,hot,2025-10-25
Mahika Dara,917972357370,jsinha@datta.info,LinkedIn,Bangalore,Web Design,12471,Admin,Sales1,contacted,warm,2025-09-13
Samaira Badal,918396953414,ladhimmat@yahoo.com,Facebook,Delhi,CRM,34901,Appu Saviyo,Sales4,closed,cold,2025-08-06
Madhup Chhabra,917737091024,somprisha@yahoo.com,Referral,Bangalore,Web Design,52052,Admin,Sales5,new,cold,2025-11-03
Divit Bahl,919093603451,indrans24@yahoo.com,Naukri,Kochi,ERP System,6965,Admin,Sales3,unavailable,hot,2025-10-31
Mehul Dave,917244838690,mangalyakshit@hotmail.com,LinkedIn,Bangalore,ERP System,12338,Johnson Joseph,Sales4,closed,warm,2025-11-03
Sana Barad,919530988694,fchadha@hotmail.com,LinkedIn,Kochi,Digital Marketing,21489,Team Lead,Sales2,contacted,cold,2025-10-13
Kimaya Rege,917679300279,settyzara@hotmail.com,Naukri,Bangalore,CRM,40066,Johnson Joseph,Sales1,unavailable,cold,2025-09-12
Vanya Bala,916607196157,adira61@gmail.com,Facebook,Kochi,Web Design,76067,Team Lead,Sales4,unavailable,cold,2025-10-17
Myra Sood,916365617071,duaeshani@gmail.com,Google Ads,Chennai,Mobile App,28752,Appu Saviyo,Sales5,contacted,hot,2025-09-06
Shaan Krishnamurthy,916790242728,badalsamra@hegde.org,Instagram,Delhi,Mobile App,26470,Admin,Sales2,unavailable,hot,2025-09-30
Madhup Kalita,919656682429,iborah@yahoo.com,Naukri,Mumbai,ERP System,10587,Johnson Joseph,Sales1,converted,hot,2025-08-14
Kaira Sharma,916847902091,fdeep@krishna-kalla.com,LinkedIn,Delhi,Digital Marketing,44365,Johnson Joseph,Sales2,contacted,hot,2025-10-18
Anya Mammen,917224654701,phora@chaudhari.net,Naukri,Kochi,CRM,42652,Appu Saviyo,Sales4,converted,cold,2025-08-29
Devansh Deol,918832197001,piya91@gmail.com,Google Ads,Hyderabad,ERP System,20974,Team Lead,Sales5,converted,warm,2025-10-10
Aarna Goswami,917839566253,samarthgera@hotmail.com,Instagram,Kochi,Mobile App,33266,Nygil Binoy,Sales4,converted,warm,2025-10-08
Trisha Dua,916576839151,mannat79@kannan.com,LinkedIn,Hyderabad,Mobile App,63908,Appu Saviyo,Sales4,converted,warm,2025-08-25
Indrans Shukla,918091526171,shankarbaiju@rao.com,Naukri,Kochi,CRM,85613,Team Lead,Sales1,converted,hot,2025-08-07
Rania Suri,919828091626,alisha70@cheema-shankar.net,Naukri,Chennai,Mobile App,97147,Admin,Sales1,new,cold,2025-08-26
Inaaya  Lal,918712815143,urastogi@gmail.com,Facebook,Delhi,ERP System,54101,Team Lead,Sales2,new,cold,2025-10-12
Uthkarsh Manne,917119338568,jayan04@subramanian.org,Naukri,Delhi,Digital Marketing,86709,Nygil Binoy,Sales3,closed,hot,2025-09-01
Anahita Sagar,919828695073,harinitara@saini-varkey.com,Naukri,Hyderabad,Mobile App,18548,Appu Saviyo,Sales5,unavailable,hot,2025-10-28
Advik Dhingra,917704179289,vaibhavkumar@hotmail.com,Google Ads,Delhi,Web Design,87858,Nygil Binoy,Sales5,contacted,cold,2025-08-15
Aradhya Verma,916602887521,kiaankrishna@mand-sawhney.com,Referral,Chennai,CRM,75233,Team Lead,Sales2,closed,warm,2025-08-09
Eva Dua,916173601852,vhegde@gmail.com,Instagram,Mumbai,CRM,9239,Johnson Joseph,Sales3,contacted,hot,2025-08-07
Piya Goda,918871553289,miraan84@gmail.com,Instagram,Delhi,Mobile App,51868,Appu Saviyo,Sales4,new,hot,2025-10-05
Vidur Walia,918785392585,mamooty25@saha-biswas.com,Google Ads,Kochi,ERP System,84042,Johnson Joseph,Sales3,unavailable,cold,2025-10-15
Elakshi Sane,918448819206,kdara@kala.org,Instagram,Mumbai,Digital Marketing,48880,Team Lead,Sales1,unavailable,warm,2025-09-06
Hrishita Bhatti,917616319802,kavyamadan@sura.com,Instagram,Delhi,Digital Marketing,47255,Johnson Joseph,Sales4,closed,cold,2025-09-05
Adah Solanki,916028336833,samarbandi@lata.com,Naukri,Chennai,Digital Marketing,22706,Nygil Binoy,Sales1,unavailable,cold,2025-09-05
Samiha Aurora,917206067650,tjha@yahoo.com,Instagram,Chennai,CRM,21625,Johnson Joseph,Sales5,new,cold,2025-10-17
Indrajit Sood,916989329953,bhattikabir@singh.org,Referral,Bangalore,Web Design,64113,Appu Saviyo,Sales4,contacted,cold,2025-08-31
Kimaya D’Alia,916692547412,goladhanush@sridhar.net,LinkedIn,Mumbai,Web Design,32938,Admin,Sales2,unavailable,cold,2025-10-27
Riya Sachar,916692044390,vidurkorpal@yahoo.com,Instagram,Hyderabad,ERP System,6136,Team Lead,Sales2,new,hot,2025-08-19
Kartik Chowdhury,917109216714,asinghal@jhaveri-choudhry.com,Instagram,Delhi,Digital Marketing,79558,Team Lead,Sales1,converted,hot,2025-10-18
Chirag Chakrabarti,916930261655,usankaran@yahoo.com,Referral,Delhi,Digital Marketing,64133,Nygil Binoy,Sales2,closed,cold,2025-10-31
Aaryahi Jain,916612943949,usem@ramesh-sharaf.org,Naukri,Chennai,ERP System,87461,Team Lead,Sales3,contacted,cold,2025-10-02
Elakshi Bhagat,918944591628,cthaker@gmail.com,Google Ads,Mumbai,ERP System,78410,Admin,Sales2,closed,warm,2025-09-25
Sara Bahri,916567851370,chandranriaan@yahoo.com,Facebook,Kochi,CRM,69512,Team Lead,Sales4,contacted,cold,2025-09-13
Urvi Thaker,916413599241,bchacko@yahoo.com,Instagram,Mumbai,ERP System,79618,Admin,Sales5,unavailable,hot,2025-10-04
Prisha Kuruvilla,916400247855,pthakkar@bath-sen.net,Referral,Hyderabad,CRM,80098,Team Lead,Sales1,closed,cold,2025-08-16
Vanya Master,917806824124,ujhaveri@arora-chakraborty.info,Google Ads,Kochi,ERP System,57224,Nygil Binoy,Sales4,closed,warm,2025-10-02
Amani Bath,918529942267,rania21@gmail.com,LinkedIn,Hyderabad,ERP System,13807,Appu Saviyo,Sales2,converted,warm,2025-08-17
Myra Golla,919289338885,yseth@ramesh.net,Instagram,Kochi,Mobile App,79419,Team Lead,Sales4,converted,hot,2025-09-11
Tiya Chada,916023491105,ishaanvig@gmail.com,LinkedIn,Hyderabad,Web Design,76757,Team Lead,Sales1,unavailable,hot,2025-08-23
Aaina Dube,917610741069,odhawan@gmail.com,LinkedIn,Chennai,Mobile App,54588,Johnson Joseph,Sales1,contacted,warm,2025-08-17
Krish Agarwal,918798497340,karnikcharvi@yahoo.com,Naukri,Bangalore,Mobile App,71268,Appu Saviyo,Sales5,converted,cold,2025-09-27
Mahika Wadhwa,917183523503,madhavraja@hotmail.com,LinkedIn,Mumbai,CRM,55162,Team Lead,Sales5,closed,hot,2025-09-21
Yuvraj  Kant,917590052587,dasira@rao-ratti.net,Naukri,Delhi,Digital Marketing,34263,Johnson Joseph,Sales5,converted,cold,2025-10-24
Badal Chanda,917709954268,sachdevastuvan@bora.org,LinkedIn,Chennai,Web Design,99017,Nygil Binoy,Sales4,contacted,hot,2025-10-26
Shalv Bassi,916921090693,joshijayesh@samra.org,Naukri,Mumbai,Mobile App,73165,Team Lead,Sales1,contacted,warm,2025-10-09
Amani Shere,918731069282,batratiya@yahoo.com,Facebook,Kochi,CRM,62822,Team Lead,Sales4,new,hot,2025-09-06
Vaibhav Tank,917129971523,jupadhyay@dhingra.com,Instagram,Bangalore,Web Design,80826,Admin,Sales4,closed,cold,2025-08-17
Shalv Lall,918818251159,rashacheema@hotmail.com,Naukri,Bangalore,ERP System,8531,Nygil Binoy,Sales4,closed,hot,2025-08-11
Kaira Sethi,916866326003,ssengupta@subramaniam.biz,LinkedIn,Delhi,Mobile App,26525,Admin,Sales5,unavailable,cold,2025-10-04
Pranay Lall,918999818762,mannatmanda@yahoo.com,Instagram,Delhi,CRM,89345,Admin,Sales3,contacted,cold,2025-09-25
Bhamini Swamy,916001233817,rheadhillon@acharya.com,Instagram,Kochi,Mobile App,53354,Johnson Joseph,Sales4,closed,cold,2025-09-20
Sara Vala,916860326545,cjhaveri@gill-mammen.com,Naukri,Kochi,Web Design,12818,Team Lead,Sales3,unavailable,cold,2025-08-07
Prisha Dhaliwal,917495057700,duberohan@hotmail.com,Google Ads,Bangalore,CRM,80477,Nygil Binoy,Sales4,closed,cold,2025-09-28
Tiya Aggarwal,916019977835,shlok69@atwal.com,Google Ads,Chennai,Digital Marketing,67353,Admin,Sales5,new,cold,2025-09-07
Pari Khatri,917263801968,royhimmat@yahoo.com,Google Ads,Kochi,ERP System,34776,Team Lead,Sales5,converted,cold,2025-08-21
Heer Wason,917901676820,asrinivasan@hotmail.com,Referral,Delhi,Digital Marketing,32886,Johnson Joseph,Sales4,closed,cold,2025-08-11
Jivika Seshadri,919702361794,chawlakashvi@hotmail.com,Facebook,Mumbai,Web Design,34792,Admin,Sales4,contacted,cold,2025-09-07
Chirag Borde,919011528431,garauthkarsh@hotmail.com,Instagram,Bangalore,Digital Marketing,47281,Team Lead,Sales5,new,cold,2025-09-26
Kaira Raman,919574173191,kimayabhardwaj@yahoo.com,Google Ads,Chennai,Mobile App,13190,Appu Saviyo,Sales3,new,cold,2025-10-13
Rhea Babu,916766590443,fbassi@gmail.com,Referral,Bangalore,Mobile App,29647,Team Lead,Sales3,contacted,cold,2025-09-11
Romil Chokshi,918933923529,faiyazgrover@gmail.com,Instagram,Mumbai,CRM,31783,Nygil Binoy,Sales3,contacted,hot,2025-10-20
Divij Kapadia,916870875721,gzachariah@chandran.info,Instagram,Delhi,Mobile App,21446,Admin,Sales1,new,cold,2025-10-16
Urvi Gade,918849384717,taraela@bhatti.com,Referral,Delhi,Web Design,71972,Admin,Sales4,converted,cold,2025-09-19
Riya Venkatesh,917354705301,dugalazad@vala.com,Referral,Delhi,Mobile App,65330,Nygil Binoy,Sales5,converted,warm,2025-09-07
Azad Behl,916953881229,manitara@yahoo.com,Naukri,Chennai,Web Design,69909,Appu Saviyo,Sales4,unavailable,hot,2025-10-07
Samarth Chaudhry,918158114593,raghav85@sampath-bhargava.com,Google Ads,Mumbai,CRM,60925,Admin,Sales5,closed,warm,2025-08-20
Raghav Bhandari,918960136787,chauhanhrishita@maharaj-dutta.com,Facebook,Kochi,CRM,50732,Team Lead,Sales1,converted,warm,2025-08-19
Kaira Das,918631861860,dugalmanjari@madan-kapadia.com,Google Ads,Chennai,ERP System,35452,Nygil Binoy,Sales3,closed,cold,2025-08-18
Anaya Zacharia,917473588088,handabaiju@kala.com,Google Ads,Chennai,Digital Marketing,56567,Nygil Binoy,Sales4,converted,warm,2025-10-13
Mannat Gokhale,919669302613,kiaan81@yahoo.com,Referral,Bangalore,Digital Marketing,24578,Team Lead,Sales2,unavailable,cold,2025-09-30
Divij Talwar,916981686710,karisahil@hotmail.com,Facebook,Hyderabad,Mobile App,31907,Team Lead,Sales4,closed,hot,2025-10-07
Anaya D’Alia,916626394068,mannatdayal@hayre-chand.com,LinkedIn,Chennai,Digital Marketing,2276,Nygil Binoy,Sales4,closed,hot,2025-10-21
Amani Kohli,919836567195,khannafaiyaz@khatri-kashyap.com,LinkedIn,Delhi,ERP System,95445,Johnson Joseph,Sales4,converted,warm,2025-09-02
Lavanya Mani,918414366240,jainriya@gaba.com,Naukri,Kochi,Digital Marketing,13972,Nygil Binoy,Sales1,contacted,warm,2025-10-21
Hazel Kashyap,918046721228,ndar@gmail.com,LinkedIn,Kochi,Digital Marketing,98595,Johnson Joseph,Sales3,converted,warm,2025-09-28
Anya Handa,918406685070,lakshay96@mander-subramaniam.com,Naukri,Bangalore,Mobile App,3599,Appu Saviyo,Sales1,converted,cold,2025-09-27
Jayant Saini,918600929253,lbhandari@kata.com,Instagram,Delhi,ERP System,86179,Team Lead,Sales2,converted,warm,2025-10-24
Jayesh Dube,917396252148,ramemir@hotmail.com,LinkedIn,Delhi,Digital Marketing,97537,Appu Saviyo,Sales1,closed,cold,2025-10-24
Shaan Kota,917230609389,choprahiran@zacharia.com,Referral,Hyderabad,CRM,22964,Johnson Joseph,Sales4,unavailable,cold,2025-10-18
Nitara Borde,917738485570,vidur99@yahoo.com,Facebook,Kochi,CRM,46039,Nygil Binoy,Sales3,converted,cold,2025-08-24
Pihu Vyas,917251366008,jiya46@hotmail.com,LinkedIn,Bangalore,ERP System,85494,Appu Saviyo,Sales3,closed,warm,2025-11-02
Dhruv Manne,919212186697,ivaidya@balasubramanian-goyal.net,Naukri,Delhi,Digital Marketing,55262,Nygil Binoy,Sales2,new,hot,2025-08-11
Renee Mammen,919125758723,vasaraunak@gmail.com,Instagram,Hyderabad,Mobile App,98501,Admin,Sales2,contacted,warm,2025-08-28
Rati Rajagopal,916442421654,riya66@yahoo.com,Facebook,Kochi,Digital Marketing,72884,Admin,Sales1,closed,cold,2025-09-17
Nitara Chadha,919285634388,kanavmall@yahoo.com,Facebook,Kochi,Mobile App,82015,Nygil Binoy,Sales1,closed,warm,2025-10-26
Zeeshan Bose,916985076350,himmatahluwalia@gmail.com,Instagram,Hyderabad,Mobile App,59085,Nygil Binoy,Sales2,unavailable,hot,2025-10-07
Hridaan Sen,916122712790,fbir@gmail.com,Facebook,Hyderabad,Mobile App,43624,Appu Saviyo,Sales4,unavailable,warm,2025-10-07
Amani Warrior,918355984014,amanikumar@yahoo.com,Referral,Chennai,ERP System,24204,Team Lead,Sales5,closed,cold,2025-09-28
Veer Goel,919216550841,aarnaramakrishnan@mani.com,LinkedIn,Delhi,Digital Marketing,69610,Team Lead,Sales3,converted,warm,2025-10-14
Zain Mahajan,918317856944,bahljiya@yahoo.com,Instagram,Kochi,Digital Marketing,41352,Johnson Joseph,Sales4,converted,hot,2025-10-13
Faiyaz Mannan,917303835765,bobalsamiha@hotmail.com,Facebook,Kochi,ERP System,18865,Johnson Joseph,Sales3,closed,cold,2025-09-26
Anahita Kuruvilla,916035721701,dasanaya@shanker.com,LinkedIn,Mumbai,Digital Marketing,40270,Admin,Sales4,converted,cold,2025-10-11
Manjari Bala,916993062551,keeramani@hotmail.com,Facebook,Delhi,Mobile App,25716,Appu Saviyo,Sales5,closed,warm,2025-11-01
Kaira Sha,917073295668,zgoda@yahoo.com,Instagram,Hyderabad,Digital Marketing,50592,Nygil Binoy,Sales3,new,warm,2025-09-03
Armaan Saran,918685741915,biju79@gmail.com,Instagram,Delhi,ERP System,91954,Johnson Joseph,Sales3,unavailable,warm,2025-09-30
Nirvi Dhingra,917773408660,aradhya12@barad.com,Instagram,Kochi,CRM,18907,Johnson Joseph,Sales1,closed,cold,2025-08-30
Mannat Dey,917944620470,abram19@gmail.com,Google Ads,Hyderabad,ERP System,65486,Nygil Binoy,Sales3,new,hot,2025-11-02
Nirvi Kapoor,916213168097,pranaysrinivas@hotmail.com,Naukri,Kochi,CRM,14405,Johnson Joseph,Sales3,contacted,cold,2025-08-28
Jivin Sura,917882985094,dharmajan29@toor.biz,LinkedIn,Kochi,CRM,12822,Nygil Binoy,Sales1,closed,hot,2025-10-19
Miraan Sahota,917468504537,lakshaymani@hotmail.com,Referral,Bangalore,Digital Marketing,49679,Appu Saviyo,Sales1,converted,hot,2025-10-26
Baiju Rege,919623003768,balivan@yahoo.com,Instagram,Kochi,Mobile App,52435,Admin,Sales5,closed,hot,2025-09-13
Romil Khanna,916825459614,tsanghvi@khalsa-deep.com,Google Ads,Mumbai,Web Design,16985,Nygil Binoy,Sales4,closed,hot,2025-09-26
Abram Dhawan,919168049525,usane@hotmail.com,Facebook,Chennai,Digital Marketing,97380,Admin,Sales5,contacted,warm,2025-10-11
Divit Lata,917671270375,pramaswamy@yahoo.com,LinkedIn,Bangalore,Mobile App,21789,Admin,Sales5,unavailable,hot,2025-09-07
Priyansh Suresh,917087969934,neysa96@som-sandal.com,Referral,Hyderabad,Mobile App,27047,Johnson Joseph,Sales1,contacted,hot,2025-10-16
Elakshi Ganguly,917013465558,ira00@ahuja.com,LinkedIn,Mumbai,Mobile App,2974,Nygil Binoy,Sales3,unavailable,hot,2025-09-25
Piya Kapoor,917699983711,samairadhar@yahoo.com,Instagram,Kochi,Web Design,77162,Appu Saviyo,Sales5,contacted,warm,2025-08-24
Anay Rao,919310547909,rajannirvi@ram.com,Facebook,Chennai,CRM,66525,Admin,Sales5,converted,cold,2025-10-13
Dhruv Varty,916257922823,wsaha@mandal.com,Facebook,Bangalore,CRM,92924,Team Lead,Sales1,contacted,warm,2025-10-12
Ojas Din,916999329934,reddyamani@yahoo.com,Google Ads,Delhi,Mobile App,58503,Nygil Binoy,Sales1,closed,warm,2025-10-19
Rania Zacharia,919111270714,ishaan14@gmail.com,Instagram,Bangalore,Web Design,64609,Appu Saviyo,Sales5,converted,cold,2025-09-12
Shamik Balan,918993754459,jayesh71@yahoo.com,Referral,Chennai,ERP System,25461,Team Lead,Sales3,converted,cold,2025-08-25
Jayesh Roy,918011740002,borahrishita@yahoo.com,Google Ads,Delhi,ERP System,22016,Admin,Sales5,contacted,warm,2025-08-27
Ahana  Sehgal,917269904391,badaldevansh@gmail.com,Google Ads,Delhi,Mobile App,60517,Admin,Sales5,closed,cold,2025-09-30
Urvi Kapoor,916796863703,pborde@acharya.biz,Facebook,Delhi,Mobile App,82290,Nygil Binoy,Sales3,new,cold,2025-08-31
Rati Gala,918314800617,kurianrhea@yahoo.com,Referral,Chennai,ERP System,90551,Appu Saviyo,Sales5,contacted,cold,2025-09-21
Yuvaan Uppal,917216030167,aaravhanda@taneja.com,Google Ads,Mumbai,Mobile App,15478,Admin,Sales5,new,hot,2025-09-30
Shamik Sanghvi,919587128140,obala@hotmail.com,Instagram,Chennai,Web Design,27486,Admin,Sales4,contacted,hot,2025-08-14
Hazel Varkey,916136653625,trivediamira@yahoo.com,Naukri,Hyderabad,Digital Marketing,87235,Appu Saviyo,Sales5,unavailable,cold,2025-10-07
Jayesh Malhotra,918535323133,msahota@sarin-hayer.com,Google Ads,Kochi,Mobile App,29930,Team Lead,Sales1,new,hot,2025-10-06
Aradhya Basak,918816422066,hiranbadami@gmail.com,Referral,Kochi,Digital Marketing,84744,Admin,Sales3,unavailable,cold,2025-08-08
Ayesha Hayer,919824370344,charvi87@badami.com,Referral,Bangalore,Web Design,81862,Johnson Joseph,Sales5,new,cold,2025-09-07
Yuvaan Bhargava,916302314710,isane@shanker.com,Google Ads,Kochi,CRM,69089,Admin,Sales1,contacted,cold,2025-11-03
Armaan Shah,917654984428,bsachdeva@ranganathan-bajaj.com,Instagram,Chennai,ERP System,87098,Nygil Binoy,Sales5,contacted,cold,2025-10-13
Abram Chadha,919217765256,yashvi17@chada.com,Naukri,Mumbai,Web Design,84705,Team Lead,Sales3,closed,cold,2025-10-24
Farhan Kothari,918857194152,surikrish@ganguly-tak.biz,Referral,Kochi,CRM,24644,Team Lead,Sales4,unavailable,warm,2025-09-06
Piya Mani,918824077950,yashvi30@chadha.com,Instagram,Delhi,ERP System,59066,Johnson Joseph,Sales3,unavailable,warm,2025-09-01
Tanya Johal,919628620372,ishita27@mannan.com,Google Ads,Mumbai,Digital Marketing,96140,Johnson Joseph,Sales5,contacted,cold,2025-08-15
Vanya Brar,918343446878,abaria@chakraborty.org,Instagram,Mumbai,ERP System,98593,Johnson Joseph,Sales3,closed,warm,2025-10-31
Zeeshan Saran,917705490992,laganbora@hotmail.com,Facebook,Hyderabad,Web Design,38287,Team Lead,Sales1,unavailable,hot,2025-09-01
Zain Dar,919823914858,rajujivin@krish.com,Google Ads,Kochi,Mobile App,30083,Nygil Binoy,Sales3,new,cold,2025-09-08
Aarush Mallick,919531912488,fatehlanka@ranganathan.net,Google Ads,Delhi,ERP System,73918,Team Lead,Sales5,contacted,hot,2025-09-24
Anahi Solanki,916162076186,baiju31@sani.info,Referral,Bangalore,CRM,19141,Johnson Joseph,Sales3,unavailable,hot,2025-08-23
Oorja Bains,917000702246,raunak36@ganesh-randhawa.info,Google Ads,Bangalore,Web Design,75774,Appu Saviyo,Sales5,contacted,cold,2025-08-10
Seher Bal,916331578205,vedikaatwal@kurian-bhardwaj.com,LinkedIn,Bangalore,Digital Marketing,23662,Appu Saviyo,Sales5,new,cold,2025-10-31
Saira Kapadia,918758462618,vchaudhary@hotmail.com,Google Ads,Kochi,ERP System,51010,Admin,Sales1,converted,warm,2025-11-01
Manikya Sood,919778680010,manikya13@jhaveri.biz,Referral,Mumbai,Web Design,30716,Team Lead,Sales1,closed,hot,2025-10-31
Devansh Keer,917309034704,waliaadira@gmail.com,Naukri,Kochi,Mobile App,71769,Team Lead,Sales2,converted,cold,2025-08-26
Jayesh Hari,918996893560,amirasem@gmail.com,Instagram,Chennai,Web Design,89294,Appu Saviyo,Sales4,unavailable,cold,2025-10-06
Purab Chaudhuri,918167796058,arhaansaraf@hotmail.com,Facebook,Chennai,Digital Marketing,38982,Appu Saviyo,Sales2,contacted,warm,2025-08-11
Himmat Bhakta,916354528565,kkadakia@yahoo.com,Referral,Delhi,Web Design,72847,Appu Saviyo,Sales3,new,warm,2025-08-27
Lavanya Brar,918155313861,dhruvjha@konda.org,Referral,Hyderabad,CRM,18677,Appu Saviyo,Sales5,contacted,warm,2025-09-20
Ranbir Amble,917697881328,nishithgade@yahoo.com,LinkedIn,Delhi,CRM,74553,Team Lead,Sales5,contacted,hot,2025-10-01
Kiara Borde,916307708574,cbains@sha-sodhi.net,Google Ads,Mumbai,Mobile App,90749,Team Lead,Sales1,new,cold,2025-08-09
Eva Hegde,917776321392,karabhamini@gmail.com,Referral,Bangalore,Mobile App,25967,Johnson Joseph,Sales3,unavailable,cold,2025-08-14
Rania Setty,916103967542,hanshgola@yahoo.com,Google Ads,Chennai,Mobile App,81769,Appu Saviyo,Sales5,contacted,warm,2025-08-29
Advik Khatri,916192747606,reneekarpe@hotmail.com,Instagram,Chennai,Mobile App,21446,Admin,Sales1,new,hot,2025-10-17
Amani Kata,918667185159,ychanda@rattan-kata.com,Instagram,Bangalore,Web Design,45993,Admin,Sales3,closed,warm,2025-10-28
Veer Warrior,916097702405,divanaaryahi@yahoo.com,Google Ads,Chennai,ERP System,28770,Nygil Binoy,Sales5,unavailable,warm,2025-10-12
Vedika Sani,918357078276,sara08@gopal.com,Referral,Delhi,CRM,92104,Admin,Sales4,unavailable,cold,2025-09-12
Anahita Ranganathan,918262584884,tejas28@bandi.com,Facebook,Bangalore,CRM,8878,Johnson Joseph,Sales2,unavailable,warm,2025-08-19
Nakul Madan,916227999411,wshan@viswanathan.com,Referral,Hyderabad,Web Design,9729,Appu Saviyo,Sales3,converted,hot,2025-09-06
Priyansh Krishnamurthy,916081940786,baiju15@yahoo.com,Google Ads,Hyderabad,Digital Marketing,31299,Appu Saviyo,Sales5,new,warm,2025-09-18
Damini Lall,918081608088,isavant@tella.com,Naukri,Delhi,Web Design,25434,Nygil Binoy,Sales5,closed,cold,2025-09-18
Yasmin Samra,919978642846,amirabassi@hayre.com,LinkedIn,Kochi,Web Design,33426,Team Lead,Sales3,converted,warm,2025-08-13
Ivan Devi,917689639333,charviborra@lad.com,LinkedIn,Chennai,Web Design,46453,Johnson Joseph,Sales3,converted,hot,2025-09-03
Pihu Madan,918152858629,aghose@shan-roy.com,Google Ads,Kochi,Mobile App,51747,Admin,Sales5,converted,hot,2025-09-03
Chirag Apte,916651581691,zain95@roy.info,Google Ads,Mumbai,CRM,12507,Appu Saviyo,Sales5,unavailable,cold,2025-10-02
Amira Doshi,918948595172,jayan43@grewal-dhawan.com,Instagram,Mumbai,CRM,76090,Nygil Binoy,Sales4,converted,cold,2025-08-20
Raunak Kari,917414267186,riyaloyal@chand-chahal.com,Referral,Delhi,CRM,28100,Nygil Binoy,Sales5,unavailable,cold,2025-08-21
Farhan Bail,919436425084,advikade@yahoo.com,Instagram,Chennai,Mobile App,91247,Team Lead,Sales2,closed,hot,2025-08-23
Jhanvi Sathe,918818493901,shray25@madan-bumb.net,Naukri,Chennai,Mobile App,9888,Team Lead,Sales5,new,hot,2025-09-04
Anay Jain,917364071251,amiradutta@gmail.com,Instagram,Hyderabad,Web Design,42771,Appu Saviyo,Sales4,converted,warm,2025-08-06
Neelofar Sastry,919202369378,swason@hotmail.com,LinkedIn,Hyderabad,Mobile App,20917,Nygil Binoy,Sales1,contacted,hot,2025-10-09
Yasmin Mandal,916112520487,prisha17@gmail.com,Naukri,Delhi,Mobile App,80377,Team Lead,Sales5,contacted,cold,2025-08-19
Ryan Arora,916997216402,aliagokhale@gmail.com,Instagram,Hyderabad,Web Design,48089,Admin,Sales4,contacted,cold,2025-09-06
Mahika Rege,919634136054,vardaniyasinha@chaudhari-apte.com,Naukri,Mumbai,Mobile App,25114,Appu Saviyo,Sales4,closed,hot,2025-09-27
Parinaaz Sampath,916703457120,fchatterjee@ramachandran-ramakrishnan.net,Instagram,Chennai,Web Design,54554,Admin,Sales3,closed,hot,2025-08-11
Vivaan Borah,919188440541,veer50@yahoo.com,LinkedIn,Chennai,CRM,9668,Nygil Binoy,Sales4,unavailable,warm,2025-09-08
Ryan Kapoor,918954347827,samihawali@shanker-johal.info,Google Ads,Mumbai,CRM,57040,Appu Saviyo,Sales1,unavailable,cold,2025-09-03
Zara Seth,919540464024,lboase@hotmail.com,Referral,Hyderabad,Mobile App,52662,Team Lead,Sales5,unavailable,cold,2025-08-14
Lakshay Doshi,918255847950,chirag96@gmail.com,LinkedIn,Hyderabad,Web Design,69242,Admin,Sales4,closed,hot,2025-08-06
Navya Deshpande,919770036112,ivanakashyap@hotmail.com,Instagram,Delhi,ERP System,52853,Admin,Sales5,closed,cold,2025-09-30
Krish Chander,919286336636,ishita70@yahoo.com,LinkedIn,Kochi,CRM,39165,Appu Saviyo,Sales4,converted,warm,2025-10-26
Bhamini Mammen,917981470996,anaysule@gmail.com,Instagram,Mumbai,Mobile App,81364,Admin,Sales5,contacted,warm,2025-08-20
Rohan Reddy,919564365447,sachdevanitya@yahoo.com,LinkedIn,Mumbai,Web Design,95718,Team Lead,Sales1,contacted,cold,2025-09-15
Ayesha Sankaran,919841109580,bhasintarini@koshy-bandi.org,LinkedIn,Delhi,CRM,52520,Appu Saviyo,Sales3,closed,hot,2025-10-17
Kavya Khosla,916768277634,mishti71@yahoo.com,Referral,Delhi,CRM,60596,Admin,Sales3,converted,cold,2025-09-24
Pranay Bumb,918785614544,samarkashyap@bir.com,LinkedIn,Chennai,Web Design,12952,Admin,Sales4,converted,hot,2025-09-01
Aaina Ravi,918249778189,dhillonriaan@hotmail.com,LinkedIn,Mumbai,ERP System,81225,Nygil Binoy,Sales4,unavailable,warm,2025-10-07
